,result
50320,9
50321,3
50322,8
50323,9
50324,3
50325,2
50326,1
50327,5
50328,1
50329,7
50330,9
50331,4
50332,0
50333,1
50334,4
50335,2
50336,1
50337,3
50338,1
50339,8
50340,2
50341,9
50342,6
50343,1
50344,3
50345,6
50346,7
50347,6
50348,9
50349,1
50350,4
50351,0
50352,0
50353,6
50354,7
50355,2
50356,7
50357,8
50358,6
50359,7
50360,5
50361,2
50362,0
50363,8
50364,9
50365,1
50366,9
50367,1
50368,5
50369,8
50370,5
50371,5
50372,6
50373,6
50374,1
50375,4
50376,9
50377,0
50378,8
50379,1
50380,9
50381,7
50382,7
50383,3
50384,1
50385,6
50386,8
50387,9
50388,0
50389,0
50390,7
50391,8
50392,1
50393,7
50394,2
50395,4
50396,8
50397,3
50398,3
50399,6
50400,9
50401,9
50402,8
50403,2
50404,0
50405,6
50406,4
50407,3
50408,9
50409,8
50410,7
50411,6
50412,1
50413,9
50414,7
50415,0
50416,7
50417,4
50418,7
50419,0
50420,3
50421,6
50422,4
50423,1
50424,0
50425,9
50426,7
50427,6
50428,8
50429,0
50430,8
50431,9
50432,7
50433,5
50434,3
50435,1
50436,0
50437,3
50438,7
50439,7
50440,4
50441,6
50442,9
50443,9
50444,0
50445,4
50446,6
50447,8
50448,3
50449,3
50450,0
50451,7
50452,1
50453,7
50454,0
50455,6
50456,1
50457,9
50458,9
50459,0
50460,8
50461,5
50462,7
50463,6
50464,3
50465,2
50466,9
50467,2
50468,8
50469,0
50470,1
50471,1
50472,1
50473,2
50474,3
50475,3
50476,3
50477,4
50478,4
50479,3
50480,7
50481,6
50482,7
50483,7
50484,4
50485,8
50486,9
50487,9
50488,3
50489,0
50490,1
50491,1
50492,3
50493,2
50494,1
50495,7
50496,4
50497,4
50498,8
50499,0
50500,7
50501,6
50502,8
50503,0
50504,3
50505,8
50506,1
50507,9
50508,2
50509,0
50510,1
50511,1
50512,0
50513,2
50514,0
50515,3
50516,4
50517,0
50518,7
50519,6
50520,6
50521,7
50522,0
50523,8
50524,3
50525,8
50526,6
50527,9
50528,3
50529,3
50530,8
50531,7
50532,4
50533,0
50534,7
50535,3
50536,8
50537,1
50538,1
50539,4
50540,8
50541,1
50542,7
50543,7
50544,8
50545,6
50546,7
50547,3
50548,6
50549,6
50550,4
50551,4
50552,6
50553,2
50554,5
50555,7
50556,0
50557,8
50558,2
50559,1
50560,8
50561,3
50562,6
50563,4
50564,9
50565,3
50566,5
50567,7
50568,6
50569,2
50570,0
50571,9
50572,1
50573,0
50574,3
50575,1
50576,1
50577,9
50578,3
50579,2
50580,9
50581,3
50582,6
50583,2
50584,1
50585,3
50586,6
50587,5
50588,7
50589,0
50590,1
50591,7
50592,6
50593,8
50594,8
50595,4
50596,9
50597,9
50598,2
50599,9
50600,1
50601,7
50602,1
50603,1
50604,7
50605,1
50606,0
50607,9
50608,0
50609,0
50610,1
50611,7
50612,8
50613,8
50614,0
50615,3
50616,1
50617,8
50618,9
50619,6
50620,4
50621,0
50622,4
50623,8
50624,3
50625,0
50626,0
50627,9
50628,8
50629,6
50630,5
50631,2
50632,6
50633,1
50634,9
50635,0
50636,3
50637,1
50638,7
50639,0
50640,7
50641,6
50642,9
50643,7
50644,1
50645,6
50646,8
50647,8
50648,4
50649,9
50650,7
50651,0
50652,7
50653,7
50654,8
50655,7
50656,1
50657,3
50658,8
50659,4
50660,1
50661,3
50662,0
50663,3
50664,2
50665,2
50666,5
50667,3
50668,1
50669,3
50670,7
50671,4
50672,1
50673,2
50674,0
50675,6
50676,4
50677,6
50678,6
50679,7
50680,1
50681,9
50682,8
50683,1
50684,9
50685,8
50686,0
50687,0
50688,1
50689,1
50690,9
50691,2
50692,6
50693,6
50694,7
50695,3
50696,1
50697,3
50698,4
50699,4
50700,4
50701,7
50702,9
50703,9
50704,0
50705,4
50706,6
50707,0
50708,9
50709,0
50710,8
50711,0
50712,8
50713,9
50714,1
50715,0
50716,8
50717,1
50718,6
50719,2
50720,5
50721,3
50722,7
50723,9
50724,0
50725,5
50726,7
50727,6
50728,1
50729,7
50730,3
50731,8
50732,0
50733,9
50734,1
50735,0
50736,6
50737,1
50738,3
50739,1
50740,4
50741,3
50742,9
50743,4
50744,1
50745,5
50746,6
50747,6
50748,9
50749,7
50750,1
50751,8
50752,8
50753,9
50754,3
50755,0
50756,7
50757,1
50758,4
50759,1
50760,9
50761,3
50762,2
50763,4
50764,1
50765,5
50766,0
50767,6
50768,1
50769,7
50770,4
50771,8
50772,1
50773,7
50774,9
50775,6
50776,3
50777,0
50778,0
50779,1
50780,7
50781,0
50782,5
50783,1
50784,4
50785,2
50786,0
50787,7
50788,9
50789,5
50790,6
50791,3
50792,7
50793,4
50794,7
50795,2
50796,6
50797,4
50798,7
50799,9
50800,3
50801,0
50802,6
50803,0
50804,0
50805,6
50806,7
50807,9
50808,9
50809,6
50810,1
50811,6
50812,3
50813,4
50814,7
50815,7
50816,7
50817,3
50818,9
50819,2
50820,3
50821,2
50822,7
50823,3
50824,8
50825,4
50826,9
50827,4
50828,7
50829,9
50830,6
50831,1
50832,7
50833,4
50834,1
50835,0
50836,1
50837,7
50838,3
50839,0
50840,6
50841,7
50842,3
50843,0
50844,7
50845,6
50846,7
50847,6
50848,2
50849,3
50850,7
50851,1
50852,0
50853,4
50854,6
50855,9
50856,4
50857,0
50858,8
50859,9
50860,5
50861,9
50862,6
50863,6
50864,1
50865,1
50866,8
50867,8
50868,0
50869,3
50870,1
50871,3
50872,8
50873,7
50874,7
50875,3
50876,9
50877,9
50878,6
50879,8
50880,7
50881,8
50882,1
50883,9
50884,9
50885,6
50886,4
50887,8
50888,7
50889,8
50890,3
50891,8
50892,7
50893,9
50894,8
50895,7
50896,9
50897,7
50898,5
50899,6
50900,7
50901,1
50902,1
50903,1
50904,6
50905,9
50906,9
50907,8
50908,0
50909,7
50910,1
50911,8
50912,1
50913,8
50914,7
50915,7
50916,6
50917,2
50918,6
50919,2
50920,7
50921,3
50922,3
50923,9
50924,7
50925,3
50926,2
50927,3
50928,8
50929,0
50930,9
50931,7
50932,7
50933,9
50934,3
50935,5
50936,6
50937,6
50938,3
50939,4
50940,6
50941,0
50942,0
50943,6
50944,9
50945,1
50946,4
50947,5
50948,9
50949,0
50950,0
50951,4
50952,8
50953,1
50954,0
50955,1
50956,8
50957,1
50958,4
50959,8
50960,1
50961,1
50962,6
50963,6
50964,6
50965,1
50966,3
50967,5
50968,0
50969,0
50970,4
50971,1
50972,6
50973,2
50974,3
50975,3
50976,8
50977,4
50978,8
50979,5
50980,1
50981,6
50982,3
50983,7
50984,0
50985,8
50986,1
50987,9
50988,6
50989,0
50990,4
50991,1
50992,2
50993,2
50994,3
50995,3
50996,9
50997,4
50998,2
50999,6
51000,0
51001,8
51002,4
51003,0
51004,3
51005,1
51006,9
51007,2
51008,9
51009,3
51010,6
51011,4
51012,6
51013,5
51014,1
51015,6
51016,3
51017,7
51018,0
51019,8
51020,0
51021,1
51022,1
51023,6
51024,9
51025,5
51026,4
51027,0
51028,3
51029,6
51030,8
51031,8
51032,7
51033,9
51034,0
51035,4
51036,6
51037,1
51038,8
51039,9
51040,3
51041,7
51042,8
51043,1
51044,7
51045,8
51046,1
51047,9
51048,7
51049,1
51050,9
51051,4
51052,9
51053,0
51054,3
51055,3
51056,3
51057,1
51058,1
51059,4
51060,8
51061,0
51062,3
51063,7
51064,0
51065,6
51066,7
51067,0
51068,0
51069,1
51070,3
51071,7
51072,9
51073,0
51074,7
51075,6
51076,1
51077,8
51078,1
51079,9
51080,8
51081,5
51082,9
51083,7
51084,8
51085,9
51086,8
51087,8
51088,3
51089,6
51090,9
51091,0
51092,0
51093,8
51094,1
51095,1
51096,2
51097,7
51098,7
51099,7
51100,9
51101,1
51102,4
51103,3
51104,2
51105,2
51106,8
51107,3
51108,8
51109,1
51110,7
51111,4
51112,2
51113,2
51114,9
51115,0
51116,9
51117,0
51118,8
51119,7
51120,0
51121,8
51122,6
51123,4
51124,5
51125,6
51126,9
51127,4
51128,5
51129,9
51130,2
51131,3
51132,5
51133,8
51134,7
51135,9
51136,5
51137,7
51138,6
51139,2
51140,6
51141,3
51142,2
51143,6
51144,4
51145,9
51146,9
51147,6
51148,9
51149,3
51150,7
51151,2
51152,9
51153,2
51154,0
51155,4
51156,8
51157,6
51158,6
51159,9
51160,1
51161,0
51162,0
51163,2
51164,8
51165,4
51166,3
51167,5
51168,5
51169,1
51170,1
51171,3
51172,3
51173,3
51174,8
51175,9
51176,0
51177,7
51178,7
51179,8
51180,9
51181,7
51182,5
51183,2
51184,4
51185,2
51186,0
51187,9
51188,1
51189,8
51190,1
51191,0
51192,1
51193,1
51194,3
51195,0
51196,7
51197,1
51198,6
51199,3
51200,8
51201,0
51202,0
51203,1
51204,7
51205,2
51206,9
51207,3
51208,1
51209,4
51210,3
51211,5
51212,8
51213,6
51214,0
51215,0
51216,8
51217,8
51218,0
51219,9
51220,1
51221,0
51222,1
51223,1
51224,9
51225,2
51226,6
51227,3
51228,9
51229,4
51230,7
51231,5
51232,3
51233,6
51234,1
51235,0
51236,9
51237,8
51238,8
51239,9
51240,0
51241,0
51242,0
51243,1
51244,1
51245,2
51246,9
51247,3
51248,3
51249,4
51250,1
51251,5
51252,0
51253,6
51254,6
51255,7
51256,6
51257,8
51258,9
51259,9
51260,6
51261,0
51262,3
51263,8
51264,3
51265,3
51266,1
51267,9
51268,1
51269,5
51270,7
51271,3
51272,1
51273,2
51274,9
51275,6
51276,8
51277,8
51278,3
51279,4
51280,0
51281,9
51282,7
51283,1
51284,2
51285,7
51286,1
51287,1
51288,6
51289,2
51290,4
51291,3
51292,7
51293,3
51294,9
51295,4
51296,0
51297,6
51298,0
51299,9
51300,3
51301,1
51302,6
51303,1
51304,8
51305,1
51306,3
51307,0
51308,3
51309,9
51310,1
51311,5
51312,3
51313,6
51314,6
51315,8
51316,8
51317,1
51318,8
51319,7
51320,8
51321,0
51322,1
51323,0
51324,3
51325,7
51326,0
51327,3
51328,4
51329,8
51330,3
51331,2
51332,8
51333,9
51334,9
51335,5
51336,9
51337,9
51338,3
51339,1
51340,1
51341,3
51342,0
51343,9
51344,7
51345,0
51346,6
51347,6
51348,1
51349,0
51350,7
51351,3
51352,8
51353,6
51354,4
51355,8
51356,0
51357,0
51358,2
51359,0
51360,6
51361,4
51362,1
51363,2
51364,0
51365,7
51366,2
51367,9
51368,9
51369,5
51370,4
51371,4
51372,7
51373,3
51374,9
51375,4
51376,9
51377,2
51378,1
51379,8
51380,4
51381,1
51382,4
51383,5
51384,0
51385,1
51386,7
51387,9
51388,2
51389,4
51390,0
51391,3
51392,3
51393,0
51394,2
51395,0
51396,3
51397,0
51398,1
51399,3
51400,1
51401,3
51402,3
51403,3
51404,3
51405,7
51406,9
51407,0
51408,0
51409,0
51410,1
51411,8
51412,1
51413,6
51414,7
51415,3
51416,2
51417,9
51418,1
51419,6
51420,0
51421,9
51422,4
51423,9
51424,3
51425,8
51426,3
51427,2
51428,9
51429,7
51430,1
51431,7
51432,9
51433,1
51434,8
51435,0
51436,1
51437,1
51438,6
51439,2
51440,1
51441,8
51442,6
51443,4
51444,9
51445,7
51446,2
51447,8
51448,2
51449,9
51450,7
51451,0
51452,9
51453,1
51454,1
51455,2
51456,6
51457,3
51458,7
51459,1
51460,1
51461,5
51462,0
51463,6
51464,1
51465,7
51466,4
51467,8
51468,3
51469,9
51470,3
51471,0
51472,3
51473,1
51474,6
51475,2
51476,9
51477,9
51478,2
51479,7
51480,9
51481,8
51482,4
51483,9
51484,8
51485,9
51486,0
51487,9
51488,3
51489,5
51490,6
51491,0
51492,3
51493,8
51494,0
51495,3
51496,8
51497,5
51498,6
51499,4
51500,2
51501,8
51502,7
51503,6
51504,7
51505,1
51506,0
51507,2
51508,6
51509,2
51510,0
51511,5
51512,1
51513,8
51514,6
51515,8
51516,8
51517,1
51518,0
51519,6
51520,2
51521,1
51522,3
51523,8
51524,6
51525,0
51526,7
51527,3
51528,8
51529,6
51530,4
51531,9
51532,8
51533,8
51534,7
51535,7
51536,0
51537,4
51538,4
51539,9
51540,7
51541,7
51542,0
51543,0
51544,4
51545,9
51546,7
51547,7
51548,4
51549,7
51550,7
51551,9
51552,1
51553,5
51554,6
51555,7
51556,7
51557,0
51558,0
51559,4
51560,9
51561,8
51562,8
51563,9
51564,9
51565,6
51566,8
51567,9
51568,3
51569,4
51570,7
51571,1
51572,7
51573,2
51574,8
51575,2
51576,7
51577,6
51578,6
51579,1
51580,8
51581,7
51582,4
51583,2
51584,3
51585,1
51586,0
51587,6
51588,2
51589,4
51590,9
51591,6
51592,8
51593,0
51594,3
51595,0
51596,8
51597,2
51598,3
51599,1
51600,7
51601,0
51602,8
51603,1
51604,2
51605,2
51606,2
51607,1
51608,3
51609,7
51610,9
51611,8
51612,3
51613,1
51614,1
51615,2
51616,8
51617,8
51618,8
51619,2
51620,2
51621,7
51622,6
51623,9
51624,8
51625,3
51626,2
51627,9
51628,3
51629,0
51630,9
51631,1
51632,0
51633,2
51634,0
51635,3
51636,9
51637,9
51638,9
51639,5
51640,8
51641,6
51642,0
51643,7
51644,1
51645,0
51646,7
51647,1
51648,3
51649,2
51650,0
51651,3
51652,7
51653,7
51654,2
51655,8
51656,6
51657,7
51658,2
51659,0
51660,8
51661,1
51662,6
51663,9
51664,8
51665,1
51666,8
51667,7
51668,8
51669,2
51670,9
51671,3
51672,0
51673,1
51674,9
51675,6
51676,7
51677,4
51678,8
51679,3
51680,3
51681,9
51682,0
51683,3
51684,1
51685,0
51686,6
51687,1
51688,9
51689,3
51690,4
51691,6
51692,7
51693,0
51694,2
51695,6
51696,8
51697,8
51698,3
51699,9
51700,0
51701,1
51702,9
51703,7
51704,4
51705,0
51706,4
51707,0
51708,4
51709,9
51710,9
51711,1
51712,4
51713,9
51714,1
51715,1
51716,2
51717,3
51718,1
51719,6
51720,0
51721,9
51722,1
51723,7
51724,9
51725,7
51726,1
51727,0
51728,0
51729,7
51730,6
51731,8
51732,3
51733,4
51734,3
51735,3
51736,8
51737,8
51738,1
51739,3
51740,1
51741,8
51742,6
51743,5
51744,9
51745,8
51746,0
51747,9
51748,1
51749,1
51750,3
51751,7
51752,1
51753,9
51754,6
51755,7
51756,6
51757,0
51758,6
51759,9
51760,0
51761,1
51762,3
51763,0
51764,6
51765,3
51766,3
51767,8
51768,0
51769,0
51770,6
51771,3
51772,8
51773,8
51774,7
51775,1
51776,9
51777,6
51778,1
51779,4
51780,1
51781,3
51782,9
51783,6
51784,0
51785,1
51786,9
51787,5
51788,3
51789,5
51790,2
51791,6
51792,7
51793,0
51794,9
51795,0
51796,9
51797,1
51798,0
51799,2
51800,8
51801,3
51802,6
51803,4
51804,3
51805,0
51806,3
51807,6
51808,7
51809,7
51810,0
51811,0
51812,3
51813,1
51814,8
51815,2
51816,1
51817,3
51818,5
51819,4
51820,3
51821,0
51822,6
51823,6
51824,3
51825,7
51826,8
51827,0
51828,7
51829,1
51830,1
51831,2
51832,8
51833,3
51834,1
51835,9
51836,7
51837,0
51838,2
51839,7
51840,4
51841,4
51842,1
51843,0
51844,9
51845,4
51846,6
51847,0
51848,5
51849,1
51850,6
51851,7
51852,5
51853,5
51854,9
51855,1
51856,3
51857,9
51858,7
51859,2
51860,6
51861,4
51862,9
51863,3
51864,3
51865,1
51866,7
51867,7
51868,3
51869,9
51870,8
51871,2
51872,3
51873,4
51874,9
51875,4
51876,2
51877,3
51878,2
51879,3
51880,9
51881,6
51882,0
51883,6
51884,7
51885,7
51886,3
51887,0
51888,1
51889,2
51890,2
51891,6
51892,4
51893,3
51894,7
51895,9
51896,9
51897,3
51898,3
51899,2
51900,0
51901,8
51902,3
51903,1
51904,2
51905,7
51906,1
51907,0
51908,8
51909,3
51910,3
51911,2
51912,0
51913,9
51914,3
51915,4
51916,0
51917,0
51918,8
51919,3
51920,3
51921,7
51922,9
51923,7
51924,0
51925,7
51926,5
51927,7
51928,2
51929,1
51930,2
51931,1
51932,3
51933,2
51934,4
51935,6
51936,2
51937,4
51938,0
51939,2
51940,4
51941,3
51942,3
51943,6
51944,5
51945,4
51946,4
51947,3
51948,1
51949,7
51950,9
51951,3
51952,3
51953,0
51954,1
51955,9
51956,1
51957,1
51958,7
51959,6
51960,1
51961,1
51962,0
51963,0
51964,2
51965,4
51966,1
51967,3
51968,1
51969,1
51970,7
51971,6
51972,4
51973,1
51974,3
51975,9
51976,7
51977,0
51978,7
51979,1
51980,7
51981,2
51982,3
51983,3
51984,8
51985,4
51986,9
51987,0
51988,8
51989,6
51990,3
51991,7
51992,2
51993,8
51994,0
51995,0
51996,7
51997,1
51998,1
51999,2
52000,8
52001,3
52002,0
52003,9
52004,9
52005,5
52006,9
52007,6
52008,1
52009,7
52010,6
52011,8
52012,0
52013,9
52014,9
52015,0
52016,6
52017,1
52018,4
52019,2
52020,8
52021,3
52022,1
52023,4
52024,8
52025,5
52026,8
52027,6
52028,8
52029,7
52030,2
52031,8
52032,2
52033,1
52034,9
52035,0
52036,8
52037,4
52038,0
52039,5
52040,3
52041,6
52042,7
52043,6
52044,1
52045,3
52046,0
52047,4
52048,3
52049,9
52050,0
52051,1
52052,1
52053,0
52054,9
52055,6
52056,1
52057,4
52058,8
52059,9
52060,2
52061,7
52062,0
52063,2
52064,3
52065,3
52066,4
52067,3
52068,2
52069,9
52070,3
52071,2
52072,6
52073,0
52074,0
52075,9
52076,4
52077,3
52078,7
52079,3
52080,3
52081,9
52082,1
52083,1
52084,3
52085,3
52086,7
52087,2
52088,9
52089,3
52090,7
52091,1
52092,7
52093,6
52094,7
52095,7
52096,9
52097,3
52098,3
52099,7
52100,8
52101,1
52102,0
52103,2
52104,2
52105,1
52106,7
52107,8
52108,0
52109,7
52110,0
52111,6
52112,9
52113,3
52114,2
52115,6
52116,0
52117,3
52118,7
52119,0
52120,1
52121,0
52122,8
52123,1
52124,6
52125,7
52126,2
52127,9
52128,7
52129,8
52130,5
52131,8
52132,9
52133,6
52134,5
52135,2
52136,6
52137,1
52138,8
52139,1
52140,7
52141,5
52142,5
52143,7
52144,3
52145,5
52146,0
52147,1
52148,1
52149,3
52150,8
52151,4
52152,9
52153,4
52154,5
52155,1
52156,8
52157,6
52158,8
52159,1
52160,0
52161,1
52162,0
52163,3
52164,9
52165,5
52166,6
52167,7
52168,8
52169,9
52170,0
52171,1
52172,2
52173,3
52174,4
52175,0
52176,6
52177,7
52178,8
52179,9
52180,0
52181,1
52182,2
52183,3
52184,4
52185,7
52186,8
52187,9
52188,7
52189,1
52190,0
52191,6
52192,2
52193,5
52194,4
52195,8
52196,1
52197,7
52198,1
52199,8
52200,3
52201,8
52202,7
52203,1
52204,7
52205,7
52206,0
52207,1
52208,4
52209,4
52210,4
52211,4
52212,4
52213,9
52214,7
52215,2
52216,0
52217,0
52218,4
52219,3
52220,8
52221,7
52222,9
52223,0
52224,6
52225,4
52226,0
52227,3
52228,7
52229,0
52230,1
52231,4
52232,8
52233,8
52234,1
52235,2
52236,9
52237,0
52238,1
52239,8
52240,4
52241,0
52242,9
52243,9
52244,2
52245,9
52246,0
52247,0
52248,3
52249,3
52250,3
52251,6
52252,3
52253,1
52254,2
52255,0
52256,0
52257,3
52258,4
52259,0
52260,1
52261,0
52262,0
52263,9
52264,9
52265,0
52266,1
52267,2
52268,3
52269,4
52270,5
52271,6
52272,7
52273,8
52274,9
52275,0
52276,1
52277,2
52278,8
52279,4
52280,5
52281,6
52282,7
52283,8
52284,9
52285,0
52286,1
52287,2
52288,3
52289,4
52290,5
52291,6
52292,7
52293,8
52294,9
52295,6
52296,8
52297,2
52298,3
52299,7
52300,4
52301,6
52302,8
52303,6
52304,6
52305,8
52306,0
52307,1
52308,7
52309,1
52310,7
52311,3
52312,5
52313,0
52314,2
52315,2
52316,8
52317,2
52318,5
52319,4
52320,1
52321,5
52322,1
52323,2
52324,8
52325,4
52326,8
52327,3
52328,3
52329,6
52330,5
52331,7
52332,9
52333,3
52334,8
52335,1
52336,3
52337,7
52338,9
52339,3
52340,4
52341,1
52342,7
52343,3
52344,1
52345,6
52346,7
52347,4
52348,9
52349,7
52350,0
52351,9
52352,6
52353,0
52354,6
52355,1
52356,0
52357,5
52358,8
52359,3
52360,0
52361,1
52362,0
52363,9
52364,4
52365,5
52366,9
52367,7
52368,1
52369,9
52370,6
52371,8
52372,9
52373,2
52374,8
52375,5
52376,0
52377,1
52378,2
52379,8
52380,4
52381,9
52382,6
52383,7
52384,3
52385,9
52386,0
52387,1
52388,8
52389,3
52390,4
52391,5
52392,6
52393,7
52394,2
52395,9
52396,0
52397,1
52398,3
52399,3
52400,4
52401,4
52402,0
52403,9
52404,6
52405,8
52406,3
52407,9
52408,0
52409,3
52410,3
52411,3
52412,3
52413,3
52414,9
52415,6
52416,4
52417,4
52418,3
52419,8
52420,4
52421,3
52422,9
52423,6
52424,8
52425,7
52426,9
52427,1
52428,5
52429,2
52430,0
52431,3
52432,4
52433,4
52434,1
52435,0
52436,4
52437,9
52438,6
52439,9
52440,1
52441,3
52442,6
52443,6
52444,7
52445,8
52446,8
52447,1
52448,8
52449,3
52450,7
52451,1
52452,3
52453,7
52454,0
52455,7
52456,8
52457,0
52458,0
52459,1
52460,5
52461,0
52462,0
52463,4
52464,3
52465,3
52466,1
52467,0
52468,8
52469,9
52470,0
52471,8
52472,2
52473,6
52474,4
52475,8
52476,2
52477,9
52478,4
52479,1
52480,7
52481,1
52482,4
52483,3
52484,9
52485,7
52486,1
52487,2
52488,6
52489,0
52490,7
52491,3
52492,0
52493,1
52494,2
52495,3
52496,4
52497,7
52498,8
52499,9
52500,0
52501,1
52502,2
52503,3
52504,4
52505,5
52506,6
52507,7
52508,8
52509,9
52510,0
52511,1
52512,2
52513,3
52514,4
52515,5
52516,6
52517,7
52518,9
52519,9
52520,7
52521,0
52522,6
52523,0
52524,7
52525,3
52526,7
52527,3
52528,7
52529,9
52530,7
52531,4
52532,0
52533,2
52534,6
52535,6
52536,6
52537,6
52538,2
52539,9
52540,5
52541,3
52542,9
52543,9
52544,3
52545,4
52546,0
52547,5
52548,4
52549,6
52550,3
52551,9
52552,8
52553,0
52554,6
52555,4
52556,8
52557,1
52558,3
52559,4
52560,0
52561,1
52562,9
52563,2
52564,3
52565,7
52566,9
52567,1
52568,2
52569,0
52570,1
52571,7
52572,2
52573,8
52574,7
52575,0
52576,1
52577,0
52578,6
52579,4
52580,1
52581,2
52582,3
52583,7
52584,6
52585,2
52586,1
52587,0
52588,1
52589,7
52590,2
52591,1
52592,6
52593,8
52594,0
52595,9
52596,9
52597,1
52598,6
52599,8
52600,1
52601,1
52602,3
52603,4
52604,5
52605,6
52606,7
52607,8
52608,9
52609,0
52610,1
52611,2
52612,3
52613,4
52614,7
52615,9
52616,9
52617,0
52618,1
52619,8
52620,3
52621,4
52622,5
52623,6
52624,7
52625,8
52626,6
52627,4
52628,2
52629,6
52630,4
52631,7
52632,5
52633,5
52634,4
52635,7
52636,8
52637,9
52638,1
52639,9
52640,3
52641,9
52642,3
52643,8
52644,1
52645,0
52646,8
52647,0
52648,1
52649,6
52650,4
52651,2
52652,6
52653,8
52654,3
52655,5
52656,3
52657,8
52658,0
52659,0
52660,8
52661,4
52662,1
52663,9
52664,3
52665,0
52666,8
52667,3
52668,0
52669,6
52670,2
52671,7
52672,1
52673,1
52674,8
52675,1
52676,9
52677,1
52678,3
52679,8
52680,9
52681,7
52682,6
52683,7
52684,4
52685,1
52686,6
52687,7
52688,5
52689,1
52690,7
52691,1
52692,9
52693,8
52694,6
52695,6
52696,9
52697,9
52698,9
52699,9
52700,3
52701,9
52702,1
52703,9
52704,1
52705,2
52706,5
52707,3
52708,7
52709,8
52710,2
52711,3
52712,4
52713,5
52714,6
52715,7
52716,8
52717,9
52718,0
52719,1
52720,2
52721,3
52722,9
52723,3
52724,6
52725,7
52726,0
52727,1
52728,2
52729,3
52730,4
52731,8
52732,6
52733,7
52734,1
52735,9
52736,8
52737,1
52738,0
52739,3
52740,3
52741,1
52742,9
52743,0
52744,4
52745,1
52746,9
52747,3
52748,1
52749,4
52750,7
52751,7
52752,8
52753,3
52754,0
52755,6
52756,0
52757,3
52758,3
52759,3
52760,3
52761,9
52762,1
52763,1
52764,4
52765,0
52766,6
52767,1
52768,0
52769,0
52770,6
52771,2
52772,1
52773,1
52774,3
52775,9
52776,8
52777,1
52778,7
52779,8
52780,4
52781,6
52782,0
52783,2
52784,0
52785,3
52786,6
52787,1
52788,7
52789,1
52790,5
52791,9
52792,9
52793,8
52794,0
52795,4
52796,9
52797,4
52798,6
52799,0
52800,3
52801,2
52802,3
52803,3
52804,9
52805,4
52806,1
52807,6
52808,5
52809,0
52810,1
52811,2
52812,3
52813,4
52814,3
52815,6
52816,7
52817,8
52818,9
52819,0
52820,1
52821,2
52822,3
52823,4
52824,0
52825,6
52826,7
52827,8
52828,9
52829,0
52830,1
52831,2
52832,9
52833,4
52834,5
52835,6
52836,7
52837,3
52838,9
52839,6
52840,4
52841,2
52842,6
52843,4
52844,7
52845,0
52846,0
52847,4
52848,7
52849,8
52850,9
52851,2
52852,9
52853,3
52854,9
52855,3
52856,8
52857,2
52858,0
52859,9
52860,8
52861,0
52862,5
52863,6
52864,0
52865,1
52866,0
52867,4
52868,2
52869,6
52870,0
52871,9
52872,0
52873,4
52874,3
52875,4
52876,1
52877,0
52878,3
52879,0
52880,8
52881,3
52882,0
52883,6
52884,2
52885,7
52886,1
52887,1
52888,8
52889,1
52890,7
52891,1
52892,3
52893,8
52894,0
52895,4
52896,2
52897,0
52898,9
52899,7
52900,6
52901,7
52902,4
52903,1
52904,6
52905,3
52906,4
52907,7
52908,0
52909,1
52910,2
52911,6
52912,7
52913,1
52914,9
52915,8
52916,0
52917,6
52918,9
52919,4
52920,9
52921,9
52922,6
52923,2
52924,3
52925,7
52926,1
52927,9
52928,2
52929,2
52930,0
52931,3
52932,7
52933,8
52934,0
52935,1
52936,2
52937,3
52938,4
52939,5
52940,6
52941,7
52942,8
52943,0
52944,1
52945,2
52946,3
52947,4
52948,5
52949,6
52950,7
52951,8
52952,0
52953,1
52954,2
52955,3
52956,4
52957,5
52958,6
52959,7
52960,8
52961,7
52962,2
52963,1
52964,2
52965,1
52966,3
52967,9
52968,9
52969,8
52970,5
52971,3
52972,7
52973,0
52974,7
52975,7
52976,5
52977,7
52978,9
52979,9
52980,1
52981,7
52982,0
52983,3
52984,9
52985,1
52986,4
52987,4
52988,7
52989,5
52990,8
52991,1
52992,4
52993,8
52994,9
52995,1
52996,8
52997,6
52998,6
52999,4
53000,6
53001,8
53002,0
53003,7
53004,2
53005,3
53006,9
53007,2
53008,6
53009,2
53010,1
53011,2
53012,0
53013,8
53014,3
53015,8
53016,3
53017,0
53018,8
53019,7
53020,9
53021,9
53022,5
53023,0
53024,9
53025,7
53026,4
53027,9
53028,1
53029,6
53030,2
53031,7
53032,6
53033,1
53034,8
53035,6
53036,1
53037,0
53038,3
53039,6
53040,2
53041,1
53042,4
53043,0
53044,1
53045,2
53046,3
53047,4
53048,7
53049,8
53050,9
53051,0
53052,1
53053,2
53054,3
53055,4
53056,7
53057,8
53058,9
53059,0
53060,1
53061,2
53062,3
53063,4
53064,9
53065,6
53066,7
53067,8
53068,7
53069,9
53070,3
53071,1
53072,8
53073,6
53074,1
53075,9
53076,2
53077,4
53078,0
53079,9
53080,9
53081,3
53082,7
53083,9
53084,9
53085,1
53086,8
53087,4
53088,7
53089,5
53090,8
53091,5
53092,3
53093,2
53094,2
53095,0
53096,5
53097,8
53098,6
53099,0
53100,3
53101,8
53102,1
53103,0
53104,3
53105,0
53106,4
53107,7
53108,4
53109,9
53110,2
53111,9
53112,1
53113,2
53114,1
53115,7
53116,1
53117,6
53118,7
